"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group1prop","group2prop"
"AC017083.1",2.79356465958591,0.544590750846978,0.623782883362299,0.873045358204666,0.382638355179073,0.461047690111662,0.00843881856540084,0.0282562895030363
"CNRIP1",6.27740350791987,2.07997739309679,0.606155976959781,3.43142272312329,0.000600424169882295,0.0107711558583925,0.00843881856540084,0.173627463130499
"PLEK",2.00920502798923,-2.00951768129828,0.725814253705537,-2.76863904372088,0.00562909606733046,0.0307298745254219,0.0147679324894515,0.00235469079191969
"FBXO48",4.5691019573809,0.241537259494204,0.514226706922753,0.469709675212352,0.638562454447909,0.69785862162962,0.0379746835443038,0.0672945842111786
"APLF",2.19203463689801,-0.431767762400192,0.656036778308088,-0.65814566603067,0.510444534442018,0.581691084917547,0.00632911392405063,0.0161110422605032
"ARHGAP25",1.9606054104131,-0.588190742371474,0.708631867983708,-0.830037102402791,0.406517806690056,0.483846732659055,0.00843881856540084,0.0101623497335481
"ANTXR1",2.13470116275514,-1.63288720490514,0.727451003069789,-2.2446696726164,0.0247893463485453,0.0748097779218677,0.0189873417721519,0.00309827735778907
"GFPT1",41.2527052627617,2.23582157816478,0.678438072527494,3.29554261280667,0.000982318043523414,0.0132795328557136,0.175105485232068,0.561036063948445
"NFU1",22.2605877836567,1.97855176373064,0.593717050640851,3.33248263898606,0.0008607484060364,0.0124602613933825,0.0949367088607595,0.424216135828479
"AAK1",74.3793366336712,2.27265693774601,0.686265299842313,3.31163026641185,0.000927540448010306,0.0129004297092834,0.234177215189873,0.77394968397571
"ANXA4",23.0170698365592,0.632981396417951,0.556416224217776,1.13760413314298,0.255285819996176,0.334380289248858,0.191983122362869,0.301152559177098
"AC092431.1",1.51405885589772,-1.83930811848905,0.957520247427958,-1.9209078068372,0.0547433313812639,NA,0,0.000123931094311563
"GMCL1",17.2033908776433,1.49218590524566,0.594136768787175,2.51151920506737,0.0120212744651344,0.0476957783774291,0.126582278481013,0.299541454951047
"SNRNP27",29.2401116502547,1.73000833725076,0.568243484491092,3.04448424745269,0.00233079636150452,0.0196568662754201,0.162447257383966,0.492626099888462
"MXD1",9.47546424487312,1.03372706755743,0.557612489332538,1.85384489647067,0.0637613532229481,0.132323745899558,0.0675105485232067,0.200024786218862
"ASPRV1",1.70145494057937,-0.711670410328018,0.761023888828877,-0.935148581765536,0.349711732738502,0.429038317695552,0,0.00718800347007064
"PCBP1-AS1",10.9643084306682,1.69806525508501,0.520137237320491,3.26464850667616,0.00109599991705722,0.0137789683895534,0.0569620253164557,0.236584459040773
"PCBP1",65.3665855726553,1.87521169912451,0.655484051282669,2.86080446267921,0.00422567590176413,0.0266645937998442,0.318565400843882,0.700086751766018
"LINC01816",2.12505048354425,0.1611991683179,0.653838261225989,0.246542880521615,0.80526201472759,0.841811670443257,0.00210970464135021,0.0221836658817697
"C2orf42",3.52306101148022,0.442477260163121,0.534146636582389,0.828381627551203,0.407454407997077,0.484786131056342,0.0253164556962025,0.061221960589912
"TIA1",30.6071840943284,1.70834410871364,0.557949845144083,3.0618237886104,0.00219992917653486,0.0190699167459356,0.160337552742616,0.447143388276118
"PCYOX1",31.0591863807394,2.18342592694259,0.645809746811644,3.38091200655013,0.000722456747048608,0.0116332065238437,0.135021097046413,0.51865162969389
"SNRPG",62.3121942168009,1.34737879216617,0.712600833572564,1.89079036774515,0.058652333497446,0.126156195845459,0.343881856540084,0.704548271161234
"FAM136A",15.0318532835429,1.26781159363905,0.59668977073604,2.1247416259125,0.0336081780592281,0.0888910837230296,0.124472573839662,0.285413310199529
"TGFA",2.08853127837671,-1.16100802689775,0.754185094284036,-1.53942054238014,0.123701662190866,0.194358188388023,0.0126582278481013,0.00793159003594002
"ADD2",1.99052234995497,-2.24850224896832,0.773428439866119,-2.9071884780414,0.00364693388095675,0.024620512076753,0.0210970464135021,0.00334613954641219
"CLEC4F",1.51433034896958,-1.85650637954519,0.946035005294044,-1.96240770072578,0.0497150369315484,NA,0,0.000247862188623126
"CD207",1.51626962147055,-1.83552344751339,0.94059362043347,-1.95145215493541,0.0510032824373648,NA,0,0.000247862188623126
"VAX2",1.65631566410834,-1.22371031732593,0.913444785098362,-1.33966533860518,0.180354171129436,0.256382994041056,0,0.00148717313173875
"ATP6V1B1",1.62558817151565,-1.47265136846681,0.946803113476842,-1.5553934577369,0.119852391279087,0.190322688633476,0,0.000371793282934688
"ANKRD53",2.08084601056653,-0.76474271126526,0.693161287545781,-1.10326806330013,0.26991077133154,0.349639194899214,0.00843881856540084,0.0126409716197794
"TEX261",13.3334839961342,1.72513398172102,0.584820467176001,2.9498522684259,0.00317925908674622,0.0231650412166842,0.080168776371308,0.271409096542322
"NAGK",18.3242756207302,1.59723292655172,0.601007343054825,2.65759303111546,0.00787008657250043,0.0371138071125778,0.128691983122363,0.344280579997521
"AC007881.3",2.3005723834663,0.615140609811896,0.699435527216739,0.879481504549422,0.379140257104981,0.457742747897569,0,0.0297434626347751
"MCEE",9.50051808365835,1.83471656821647,0.602096425055014,3.04721385457292,0.00230973319267691,0.0195508176750219,0.040084388185654,0.1982897508985
"MPHOSPH10",21.212148886874,1.79384441304582,0.589815714653396,3.04136422356934,0.00235508755753857,0.0197736330585693,0.126582278481013,0.406865782624861
"PAIP2B",10.5208283640049,0.538175579693118,0.636845336428984,0.845064804448217,0.398074657721487,0.475937267267509,0.107594936708861,0.199529061841616
"ZNF638",56.1327203611232,1.90753191364589,0.640399509038933,2.97865923805685,0.00289512552482197,0.0221161475002271,0.221518987341772,0.663651010038419
"AC007878.1",3.17459199573253,0.481734639727505,0.529226166117556,0.910262323689599,0.362684183055919,0.441695331225884,0.0189873417721519,0.0397818812740117
"DYSF",2.20461017805973,-1.21978830176792,0.7299452077355,-1.67106830600622,0.0947081867302548,0.163688950680717,0.00843881856540084,0.00520510596108564
"CYP26B1",1.60023604359062,-1.65169911607131,0.893116783046667,-1.84936522011926,0.0644050939914861,0.133052654019923,0.00421940928270042,0.000495724377246251
"EXOC6B",7.81861177056915,1.56189456213542,0.519143174130144,3.0086007867723,0.00262453733245228,0.0209962986596183,0.0421940928270042,0.175114636262238
"SPR",10.2589089689711,1.17174701393387,0.604759040044483,1.9375436105059,0.0526789278529708,0.117597667744881,0.0907172995780591,0.211054653612591
"EMX1",1.94779834613153,-0.850091614409103,0.899336851608365,-0.945242722889435,0.344534972669934,0.424031713718816,0.00421940928270042,0.000991448754492502
"SFXN5",12.6476168720108,1.32836169383406,0.60443270231728,2.1976999072707,0.0279704981726351,0.0806177592181367,0.0780590717299578,0.200396579501797
"RAB11FIP5",5.98582817254561,2.53315241261827,0.641644139753727,3.94790859243339,7.88368924756953e-05,0.00459533437425435,0.00210970464135021,0.138678894534639
"AC010913.1",4.72059463969338,1.87136398877615,0.635450247367789,2.94494178974335,0.00323015427849712,0.0233073036786797,0.00421940928270042,0.128392613706779
"SMYD5",3.51031624843452,0.600697168547688,0.544810113504555,1.10258079587332,0.270209253736714,0.349947117187584,0.0232067510548523,0.0474656091213285
"PRADC1",14.0769610886162,1.37757824375615,0.631513118903748,2.18139291571252,0.0291543671704307,0.0828173883410656,0.0949367088607595,0.291238071632173
"CCT7",46.6610116438945,2.12234947442533,0.666697386108849,3.1833775242653,0.00145567681831761,0.0158502564074962,0.206751054852321,0.646920312306358
"FBXO41",7.17313052478482,1.35320396583348,0.550988626464166,2.45595625905626,0.0140510258895841,0.0522575695405654,0.0421940928270042,0.153674556946338
"EGR4",5.82279624233388,0.868795768323387,0.713154359145525,1.21824364835173,0.223131397269496,0.301134556539964,0.0274261603375527,0.125666129631925
"AC069404.1",5.24761930288787,-1.0175907419123,0.567346793490407,-1.79359565187972,0.0728777310603709,0.142909584264643,0.0675105485232067,0.144503655967282
"ALMS1",10.3656369171621,0.73950400288009,0.528007260006215,1.40055650536204,0.161346735102802,0.235825485650955,0.105485232067511,0.159623249473293
"ALMS1-IT1",2.01368456344887,-0.175287922783309,0.661143371922015,-0.265128458103918,0.790910505158942,0.830048790432003,0.00632911392405063,0.0182178708637997
"AC074008.1",1.74576744209725,-0.616748285004721,0.768825502525594,-0.802195404521184,0.422439934248725,0.499083691490979,0,0.00706407237575908
"TPRKB",14.6443464754627,1.1442391908183,0.659718098592529,1.73443656200955,0.0828406525284272,0.152944762247273,0.126582278481013,0.309703804684595
"DUSP11",11.1851409011796,1.69071463886761,0.552609025034343,3.05951325851498,0.00221696974461402,0.0191455744874203,0.0569620253164557,0.255421985376131
"AC073046.4",1.88814832729572,-0.688059032610371,0.769707888111058,-0.893922283035112,0.37136347447071,0.450407769563423,0.00210970464135021,0.00979055645061346
"STAMBP",10.6496047204855,1.56126323944655,0.543411869823146,2.87307533410093,0.00406497171825544,0.0260490509921213,0.0654008438818565,0.231255421985376
"ACTG2",1.70322530283436,-1.68764240003466,0.933516221549838,-1.80783403766976,0.0706323344792397,0.140145066137651,0.00210970464135021,0.000247862188623126
"DGUOK",36.4863485154667,1.96939322776777,0.649755178334998,3.03097734875211,0.00243763534112431,0.0201665291583244,0.185654008438819,0.567356549758334
"DGUOK-AS1",1.76199236574288,-2.15504512519901,0.861383737409667,-2.50184097006476,0.0123549408233191,0.0484610601019018,0.00632911392405063,0.000743586565869377
"TET3",3.41433916638764,-0.0709865431088505,0.523798049123727,-0.135522732907473,0.892198591798379,0.914106671098767,0.0232067510548523,0.028628082785971
"AC073263.1",1.64962253330082,-1.4281414027458,0.825452497851263,-1.73013154174637,0.0836067759625877,0.153595857379781,0.00210970464135021,0.00470938158383939
"BOLA3",30.6794308169368,1.81383404077742,0.655104311075124,2.76877133933166,0.00562681102779182,0.0307246826913469,0.170886075949367,0.54480109059363
"BOLA3-AS1",3.00628990179308,1.00776517250306,0.625294041325895,1.6116660417332,0.107034631035939,0.177024868598627,0.00632911392405063,0.0639484446647664
"MOB1A",15.4276462228927,1.10166218609846,0.567313114487146,1.94189444588174,0.0521498799306488,0.116771926362308,0.147679324894515,0.301772214648655
"AC073263.2",1.52313282481964,-1.77264789755325,0.920065585202854,-1.92665384518476,0.0540227834465097,NA,0,0.000991448754492502
"MTHFD2",5.24321568763634,-0.737449990471597,0.48987392046625,-1.50538732449711,0.132224525993015,0.203473994967002,0.0843881856540084,0.0478374024042632
"SLC4A5",2.19545287262579,-0.423349841801453,0.629649554665838,-0.672357883308803,0.501355888276449,0.573319538194885,0.0105485232067511,0.0185896641467344
"DCTN1",27.3269718503035,1.73593636733763,0.618243082975146,2.80785408707502,0.00498728183739689,0.0289001226498559,0.154008438818565,0.478869748419879
"C2orf81",4.18284026020527,1.01837845440452,0.554408767765911,1.83687292412105,0.0662286572313057,0.13506095567128,0.0253164556962025,0.0814227289626967
"AC005041.4",2.73978928708544,0.311944374946738,0.58486037189572,0.533365551739514,0.593780558789504,0.657972279530423,0.0105485232067511,0.0338331887470566
"WDR54",23.3066673841292,1.37109661485981,0.614187175766372,2.23237584397456,0.0255901329650444,0.0763384949880652,0.156118143459916,0.432519519147354
"RTKN",7.83241795193272,1.20587426579755,0.562711638010518,2.14297018995547,0.0321154921201775,0.0870421292671133,0.0590717299578059,0.166191597471806
"INO80B",6.34763450602306,1.30314787681444,0.535130069995285,2.43519837490337,0.0148836275046102,0.0540485306005586,0.0379746835443038,0.13880282562895
"WBP1",20.1404090129716,1.43786398117814,0.605309615247977,2.37541903342985,0.0175290376599451,0.0600161729424491,0.137130801687764,0.373032593877804
"MOGS",10.7648729486932,1.56535300219963,0.547264867374748,2.86032065187866,0.00423212856898331,0.0266906859805103,0.0632911392405063,0.205973478745817
"AC005041.5",3.06447445020368,0.824929357268411,0.644327676449074,1.28029477456974,0.200441484764785,0.27724303056619,0.00421940928270042,0.0437476762919817
"MRPL53",4.02968554574964,0.366725493055122,0.513438435409922,0.714254071692809,0.475070086701235,0.549232719451002,0.029535864978903,0.0646920312306358
"CCDC142",5.18338840650128,0.44819380660204,0.468074535154741,0.957526575236297,0.338301539459054,0.417453043494291,0.0506329113924051,0.0786962448878424
"TTC31",6.16052124533226,0.983703802566809,0.464137546478454,2.1194230245548,0.0340547326800789,0.0896705845532842,0.0358649789029536,0.106828603296567
"LBX2",1.77292089596311,-1.37744148714525,0.866634584384123,-1.58941439906202,0.11196686588131,0.182166820710553,0.00421940928270042,0.00148717313173875
"LBX2-AS1",1.76023488139229,-1.05355009156635,0.801432029356458,-1.31458446003505,0.188649595613893,0.265002286300268,0.00421940928270042,0.00359400173503532
"PCGF1",6.00069827271651,1.00913662713912,0.496978556727692,2.03054359887011,0.0423013141334514,0.101279968207141,0.0443037974683544,0.12293964555707
"AUP1",21.980243968061,1.55035084498302,0.57825106409925,2.68110331521487,0.00733798568906931,0.0356253245961177,0.143459915611814,0.408972611228157
"HTRA2",9.98930159627383,1.7355189293774,0.535477837073016,3.24106584665379,0.00119083673602224,0.0143149017244594,0.0464135021097046,0.221712727723386
"LOXL3",2.59412815479234,0.439116321827244,0.662545219145148,0.662771851850076,0.507476683833571,0.578967851300515,0.00632911392405063,0.0329656710868757
"DOK1",3.82879376563105,1.32293530054917,0.606835901675433,2.18005443794052,0.0292534265344051,0.0829759753621205,0.00843881856540084,0.0862560416408477
"M1AP",1.57018036214757,-1.32807258541334,0.867952815754429,-1.53012071774775,0.125986850956906,0.196554165903912,0,0.00421365720659313
"SEMA4F",4.04841954664255,1.19455712630693,0.557168546175059,2.1439780377186,0.0320346465681231,0.0869351942271693,0.0168776371308017,0.0736150700210683
"AC019069.1",1.56210257814247,-1.35354622772421,0.917364937130892,-1.47547194463035,0.140085705541707,0.212364507999513,0,0.00260255298054282
"HK2",3.47678255708545,-1.24151777252096,0.814641854861265,-1.52400440158134,0.127507611663562,0.198283032917942,0.040084388185654,0.0798116247366464
"AC104135.1",1.51626962147055,-1.83552344751339,0.94059362043347,-1.95145215493541,0.0510032824373648,NA,0,0.000371793282934688
"POLE4",3.65068542463045,0.653638624485126,0.529248666452052,1.23503121673778,0.216818886422274,0.294565716514943,0.0189873417721519,0.0571322344776304
"TACR1",1.74759087782404,-1.10878551749452,0.813283041050002,-1.36334518430754,0.172773748026281,0.248149473967405,0.00421940928270042,0.00396579501797001
"AC007681.1",1.57618358488987,-1.3948006113575,0.866187465852506,-1.61027568089401,0.107337685884299,0.177279097543876,0,0.00161110422605032
"EVA1A",12.6381590503078,0.516572128728167,0.895925504290147,0.576579331936146,0.564223664429953,0.631478664616876,0.0991561181434599,0.236212665757839
"MRPL19",21.3790044853486,1.82570497706783,0.603390515023837,3.02574358000258,0.00248022541940277,0.0203967148470165,0.113924050632911,0.423844342545545
"GCFC2",11.32338760697,1.81950891453524,0.581833652148638,3.12719779582365,0.00176481151252077,0.0173062451358863,0.0569620253164557,0.240674185153055
"AC005034.5",1.62814610202095,-1.09070445981726,0.819822233373062,-1.33041580896103,0.183381308680159,0.259469117921208,0,0.00396579501797001
"AC005034.6",1.88808707998552,-0.625613600756398,0.758286655402833,-0.825035751715882,0.409351293561105,0.486490144133094,0.00210970464135021,0.00594869252695501
"AC005034.4",2.65261927130753,0.820012463435284,0.6452530136342,1.27083864175512,0.203786058581045,0.280868918750442,0.00210970464135021,0.043375883009047
"LRRTM4",4.36895719820424,1.57927170550429,0.776921210678974,2.03273084039515,0.0420797236906137,0.100948716418247,0.00843881856540084,0.107200396579502
"REG3G",1.85292606226991,-1.88489161150909,0.89651567285155,-2.10246364741601,0.0355126808514086,0.0921193901756551,0.00632911392405063,0.000371793282934688
"REG1B",5.462181825316,-0.626833664900198,0.991804406467452,-0.632013389749715,0.527378127852166,0.597529173587715,0.0506329113924051,0.00297434626347751
"REG1A",12.409728926246,0.71705576007221,1.08473212479127,0.661044089765656,0.508584039039513,0.579829105393429,0.177215189873418,0.0319742223323832
"REG3A",2.73850276696955,-1.10445493388967,0.914260711401699,-1.20803061983969,0.227035484665835,0.305080588262749,0.0189873417721519,0.00123931094311563
"CTNNA2",3.21325649907397,0.751458644984382,0.574434392968734,1.30817140161258,0.190815179746087,0.26724568074867,0.0168776371308017,0.0496963688189367
"LRRTM1",1.55063437250316,-1.45605735964174,0.928219096129837,-1.56865697518258,0.116727888904286,0.186911448301808,0,0.00136324203742719
"SUCLG1",33.4134106836162,2.40961481739954,0.671810862950739,3.58674583917263,0.000334830390562457,0.00843091154994265,0.132911392405063,0.586689800470938
"DNAH6",5.16275903109873,0.826411285409338,0.496378443095635,1.66488149697935,0.0959364003878233,0.165019206402715,0.040084388185654,0.0748543809641839
"TRABD2A",1.87327754000607,-1.44787858748394,0.763735608156075,-1.89578510157412,0.0579884667067208,0.125278150754075,0.00632911392405063,0.00297434626347751
"TMSB10",297.643090120636,0.835828349413274,0.827374701545935,1.01021743576585,0.312391127528528,0.391713439091739,0.734177215189873,0.861940760936919
"AC022210.2",1.78890382395849,-0.767381676819332,0.805753933589682,-0.952377202057954,0.340905717227751,0.420103824461721,0.00210970464135021,0.00470938158383939
"KCMF1",22.6419506048119,2.0624852970315,0.619821007600054,3.32754984381287,0.000876133142369651,0.0125060739939472,0.111814345991561,0.441318626843475
"TCF7L1",1.73602299283214,-1.11322208883981,0.803811094067075,-1.38492998797416,0.166073876370512,0.241067216270601,0.00210970464135021,0.00458545048952782
"TGOLN2",64.3781168310304,2.50993661798451,0.661229849302191,3.79586103173246,0.000147131904190069,0.00611686284712215,0.20253164556962,0.737266080059487
"RETSAT",5.8142444177835,1.08599187270458,0.532760945476435,2.03842245180605,0.0415077028433966,0.100363025531237,0.0379746835443038,0.115627710992688
"ELMOD3",10.0857728994788,1.05566044306191,0.51098501280579,2.06593230056854,0.0388348724252144,0.0974340720803418,0.0738396624472574,0.203123063576651
"CAPG",2.90421914124376,-1.97248436911933,0.570794915194704,-3.45567964361857,0.000548907281282265,0.010398323042744,0.029535864978903,0.00718800347007064
"AC062037.3",1.55482856617573,-1.46742493025844,0.888169731792408,-1.65218975352497,0.098495874590568,0.167785228097785,0,0.00173503532036188
"SH2D6",2.30848458689988,-2.79601835473204,0.81133337396234,-3.44620157935451,0.000568526101305445,0.0105593844443674,0.00843881856540084,0.000743586565869377
"PARTICL",5.52798591610442,1.44238158831971,0.536205115418794,2.68998102935508,0.00714560809934546,0.0350837019279737,0.0189873417721519,0.115255917709753
"MAT2A",24.9875206530492,1.40742631789033,0.599117573635798,2.34916547239507,0.0188155429658892,0.0626785631458433,0.162447257383966,0.385301772214649
"GGCX",9.4960438371528,1.31350873073852,0.5521280562452,2.37899290912901,0.0173600099063983,0.0596502682625939,0.0738396624472574,0.190110298673937
"VAMP8",35.3477512792598,1.87758202185599,0.645721838544056,2.90772575709919,0.00364067455245067,0.0246039603790379,0.185654008438819,0.527822530672946
"VAMP5",5.82330529552126,0.204865561241742,0.547123052090666,0.374441472460189,0.708075892757974,0.758354055429047,0.0632911392405063,0.0681621018713595
"RNF181",20.6614797622067,1.40475872596322,0.628863239797348,2.23380639392423,0.0254958146639387,0.0762029072592573,0.160337552742616,0.400545296814971
"TMEM150A",6.98573031003796,1.9802737916439,0.576083032257918,3.43747980891289,0.000587154493361501,0.0106399231243919,0.0210970464135021,0.169413805923906
"USP39",7.05398893599899,0.979935522369388,0.50611785390169,1.93618050581502,0.0528455971817157,0.117802922405079,0.0590717299578059,0.141653240798116
"C2orf68",17.2683626060196,1.13463230891861,0.537854637367424,2.10955196830163,0.0348969652575397,0.0911484354515372,0.139240506329114,0.290742347254926
"GNLY",2.79290759519396,-0.561588188066179,0.672468247432588,-0.835114803130501,0.403653072677233,0.480931131871495,0.0253164556962025,0.00681621018713595
"ATOH8",2.10168446295629,-0.952077488070407,0.67709525718616,-1.40612045050648,0.159688360660611,0.234070026267115,0.00843881856540084,0.00855124550749783
"ST3GAL5",9.67676957713868,1.97636789015092,0.504135756194114,3.92030889669712,8.84355409454729e-05,0.00480358268615211,0.0337552742616034,0.203246994670963
"AC012511.1",1.57124020199577,-1.37449681132203,0.836971597189767,-1.64222635025737,0.100543103766789,0.170072617946289,0,0.00322220845210063
"POLR1A",7.11259037659579,0.964810916467655,0.497159581759924,1.940646327387,0.0523011907249845,0.117036766914589,0.0527426160337553,0.122815714462759
"PTCD3",22.7578010508001,1.79251279249031,0.568676848174191,3.15207625955831,0.00162113928364734,0.0165372631279577,0.126582278481013,0.398562399305986
"IMMT",22.0934110805926,2.24711137821277,0.645801667081812,3.47956887192133,0.000502221263430936,0.0100322290887609,0.10337552742616,0.473912504647416
"AC009309.1",2.15363411520699,0.286801728226233,0.717604773576192,0.399665301551651,0.689403052166448,0.742915411851291,0.00210970464135021,0.0177221464865535
"MRPL35",11.5628046302269,1.46487754665842,0.586167427002212,2.49907701993971,0.012451724549928,0.0486609815935036,0.0864978902953586,0.266699714958483
"REEP1",5.9822913923447,2.49108222617807,0.670191508285793,3.71697073952746,0.00020162578437441,0.00686139092019146,0.00210970464135021,0.155161730078077
"KDM3A",13.1485118469774,1.46667541957661,0.565848263540416,2.59199420424104,0.00954213791173731,0.0416871245036293,0.0843881856540084,0.235964803569216
"CHMP3",54.0434050167375,2.00750707544658,0.635299280263647,3.15993916223779,0.00157802085395189,0.0163753210441353,0.244725738396624,0.695997025653737
"RNF103",15.3256134015851,1.19395150308434,0.554889245801344,2.15169335523902,0.0314215138369959,0.0867018457761699,0.120253164556962,0.283058619407609
"RMND5A",11.367068523137,1.18264628208148,0.560789568760203,2.10889493664456,0.0349536513628675,0.0912244556620149,0.0907172995780591,0.212293964555707
"CD8A",2.22809763521279,-0.823902590118901,0.709121024705276,-1.16186456389631,0.245290483202162,0.324145413340535,0.00421940928270042,0.00780765894162845
"CD8B",1.79996647018466,-2.0419453091528,0.826872703475131,-2.46947964368764,0.0135309716832763,0.051047557708308,0.0126582278481013,0.00173503532036188
"PLGLB1",2.75729488057275,0.329780235326768,0.562592671427668,0.58617940132405,0.557754962575615,0.625211091548234,0.0105485232067511,0.0292477382575288
"AC068279.2",1.56160702748479,-1.36023159275969,0.925443829156158,-1.46981540089795,0.141611756872326,0.21401587823382,0,0.00173503532036188
"LINC01943",1.65484041034575,-1.62866618680766,0.888203090349512,-1.83366417489808,0.066703859636248,0.135645088826755,0.00210970464135021,0.000867517660180939
"CYTOR",4.37511822426024,-1.59613294845345,0.565016538502037,-2.82493137755772,0.00472907429598711,0.0281582858836002,0.0780590717299578,0.0188375263353575
"AC133644.2",1.54107339561137,-1.91398247364562,0.935620903793908,-2.04568160660422,0.0407877065639842,0.0992627279777772,0.00210970464135021,0.000247862188623126
"PLGLB2",3.74774474664052,0.471057121823903,0.523257145492536,0.900240208627255,0.367992432566382,0.447025406480427,0.0232067510548523,0.0330896021811873
"RGPD2",1.60193568436444,-1.0726770101275,0.890334880525688,-1.20480173650408,0.228279849477951,0.306435838944829,0,0.0173503532036188
"KRCC1",15.0168640955763,1.73466333339456,0.586507071254826,2.95761708325743,0.00310026984412878,0.0228890707831301,0.0864978902953586,0.32829346883133
"THNSL2",5.9326370655952,1.45750163232511,0.539218705504229,2.70298789238438,0.00687192494937037,0.0342233877093278,0.0232067510548523,0.11104226050316
"EIF2AK3",6.37204359085053,0.938585561480411,0.554648187022518,1.69221784807223,0.0906044446967087,0.159249204079258,0.0569620253164557,0.125542198537613
"EIF2AK3-DT",3.27570359227381,1.06861874481394,0.585892118865587,1.82391725439662,0.0681645827227799,0.137354914196944,0.00843881856540084,0.0495724377246251
"AC062029.1",1.68825316360459,-1.3154766446371,0.76719952550798,-1.71464736473357,0.086409899217922,0.155459521854959,0.00632911392405063,0.00458545048952782
"RPIA",7.4832044665354,1.63561991970795,0.539044077474264,3.03429717171141,0.0024109681298013,0.0200684560771896,0.040084388185654,0.187631676787706
"IGKC",8.46097289468452,-0.72668562677936,0.882265679213301,-0.823658500948752,0.410133625498642,0.487182996539886,0.147679324894515,0.0272648407485438
"AC233263.6",1.7332652922886,-0.832822647237508,0.805980847929532,-1.03330327187914,0.301461996585468,0.381205265474717,0,0.00458545048952782
"AC233266.2",1.61950409604051,-1.21394850894171,0.94890143147448,-1.27931992583821,0.200784418610046,0.277587327922856,0,0.000371793282934688
"TEKT4",1.90637764739587,-0.58948752804035,0.764760718951354,-0.770813031360527,0.440817761994952,0.516835872738643,0.00632911392405063,0.00520510596108564
"MAL",1.58628136109816,-1.47357970927656,0.867754372489896,-1.69815302116927,0.0894788846155921,0.158395025014704,0.00210970464135021,0.00371793282934688
"MRPS5",25.8043777150461,1.50725843014202,0.639425139414492,2.35720858820499,0.0184129008554776,0.0618237407353025,0.172995780590717,0.456438220349486
"ZNF514",8.28825153654135,2.29861661332153,0.569333651545929,4.03738055370525,5.40513498426375e-05,0.00395209742722421,0.0168776371308017,0.185400917090098
"ZNF2",2.52522595142774,0.229097953973975,0.609028976213243,0.376169218414592,0.706791097810345,0.757294964866388,0.00843881856540084,0.0330896021811873
"AC092835.1",1.74561109299426,-0.445213849696533,0.761679818166314,-0.584515749371372,0.558873372355543,0.626251411505929,0,0.013880282562895
"PROM2",1.87951272627743,-1.967894176696,0.800058552587866,-2.45968769452018,0.013905796365082,0.0519359005594525,0.00632911392405063,0.00223075969760813
"KCNIP3",1.62984360670569,-1.1901397225278,0.862882854610939,-1.37925990320484,0.167814634483454,0.242966222116099,0.00210970464135021,0.0063204858098897
"FAHD2A",6.53343021199145,1.24700050472334,0.507783203812226,2.45577343906096,0.0140581756197179,0.0522575695405654,0.0421940928270042,0.136943859214277
"AC009237.14",1.67400557527092,-0.748308582754641,0.766940980696908,-0.975705564820208,0.329210393770747,0.408577098250234,0,0.00855124550749783
"AC009237.15",1.59227082717054,-1.18772728551145,0.840979236988004,-1.41231463664351,0.157857338601517,0.23208648503839,0,0.00421365720659313
"LINC00342",23.53731548953,1.69427966202987,0.609179088884918,2.78125052705141,0.00541499314981782,0.0301939461901868,0.126582278481013,0.327302020076837
"ANKRD36C",21.1328376883032,0.57503807631921,0.593800823955066,0.968402287637654,0.332843497423235,0.412108990036122,0.172995780590717,0.286776552236956
"GPAT2",2.47466666651376,0.174771014259143,0.704623992822068,0.248034435442899,0.80410776347536,0.840919432576211,0.00632911392405063,0.0376750526707151
"ADRA2B",1.68334277140959,-1.7616158838586,0.854477339567204,-2.06162972648387,0.0392430016584255,0.0979819730599957,0.00210970464135021,0.00161110422605032
"DUSP2",2.3234525784259,-1.60577129016382,0.611923711092248,-2.62413640958219,0.00868689861478688,0.0394239702257678,0.0210970464135021,0.00817945222456314
"STARD7",17.7388573233357,1.41156727120663,0.566332206409523,2.49247218369549,0.0126857266626576,0.0491054884864418,0.128691983122363,0.321477258644194
"STARD7-AS1",2.58350453961695,0.255332014057286,0.584548296007906,0.436802255350056,0.662254763235719,0.719076546617249,0.0105485232067511,0.0259015987111166
"TMEM127",10.1808000334681,1.37243183890385,0.564929245126853,2.42938713253493,0.0151243732082051,0.0546422845068832,0.0717299578059072,0.201883752633536
"CIAO1",23.4350916045481,1.51807214018407,0.572861767641742,2.64997984842558,0.00804965719926299,0.0376105816644586,0.151898734177215,0.409840128888338
"SNRNP200",33.6758767456643,1.74785852224156,0.682556142187283,2.56075422109669,0.0104445216851058,0.0439576096913461,0.191983122362869,0.496963688189367
"AC021188.1",1.53974289040404,-1.56915949258963,0.913955841940277,-1.71688764443848,0.0859997028487363,0.155113400967574,0,0.00235469079191969
"ITPRIPL1",1.63088866916163,-1.43185843375544,0.824419603184593,-1.73680784423904,0.0824210940083452,0.152439632996457,0.00421940928270042,0.00408972611228157
"NCAPH",3.11147326681276,-3.42299485096188,0.723790247880804,-4.72926356908527,2.25335696144338e-06,0.000682885757052155,0.029535864978903,0.00136324203742719
"NEURL3",2.00245770516072,-0.322795965674813,0.742850960302256,-0.43453664722123,0.663898788643108,0.720488003582343,0.00210970464135021,0.0135084892799603
